"code","lambdaZ_hat_T","lambdaZ_lo_T","lambdaZ_hi_T"
463,0.00170748304268233,0.000923678022158737,0.0095593200956579
464,0.00211163701245123,0.000903453570929895,0.0118113265507918
465,0.00204344092894911,0.000903316648121882,0.011112291257017
466,0.00199291985466364,0.000919388481725148,0.0121122182112154
467,0.00193714334434988,0.000914207213482337,0.012522830769083
468,0.0019953553698173,0.000903364932075619,0.0112284657599106
469,0.00195397289206629,0.000905169436221383,0.0109153656128455
470,0.00192207652062278,0.000929019787405795,0.0113944451507368
471,0.00188496641025737,0.000919668142602001,0.0116100612700735
472,0.00201003703422874,0.000906098510589973,0.0105517912725444
473,0.00196720210605817,0.000903266824673441,0.010999629967621
