"x","loc_int","code","mu"
2,231,743,0.000988210678660226
3,231,999,0.000966205664812531
0,232,232,0.000903375044315651
1,232,488,0.000879537096820199
2,232,744,0.00090083752358787
3,232,1000,0.000876209226669628
0,233,233,0.000902792771582141
1,233,489,0.000875046781494092
2,233,745,0.000909030016803633
3,233,1001,0.000879172607437787
0,234,234,0.000902180710629248
1,234,490,0.000877701177418758
2,234,746,0.000897681974750123
3,234,1002,0.000870802184608209
0,235,235,0.000896961561056107
1,235,491,0.00086783168850733
2,235,747,0.00089848936496007
3,235,1003,0.000866133720932536
0,236,236,0.000968452084760684
1,236,492,0.000950123360264416
2,236,748,0.000982017533430547
3,236,1004,0.000959537364761311
0,237,237,0.000966516583330061
1,237,493,0.000943766517139612
2,237,749,0.000989572956617242
3,237,1005,0.000962116854164326
0,238,238,0.000967966542553592
1,238,494,0.000948055010292681
2,238,750,0.000981793176909831
3,238,1006,0.000956233390103736
0,239,239,0.000959994625563372
1,239,495,0.000934832649442877
2,239,751,0.000979395961118731
3,239,1007,0.000948783902099265
0,240,240,0.000939681943562164
1,240,496,0.00093381457867045
2,240,752,0.000936406808824366
3,240,1008,0.000926898802072489
0,241,241,0.000930074528784367
1,241,497,0.000918687898267408
2,241,753,0.000932909785588132
3,241,1009,0.000917649791682068
0,242,242,0.000927669877725775
1,242,498,0.00091791913862917
2,242,754,0.000922157147867887
3,242,1010,0.00090741329932901
0,243,243,0.000913415818669452
1,243,499,0.000899093600238768
2,243,755,0.000911112729378369
3,243,1011,0.00089191315970791
0,244,244,0.00100446915662617
1,244,500,0.00100219305106388
2,244,756,0.00101385567392682
3,244,1012,0.00100483956825908
0,245,245,0.00098915768462522
1,245,501,0.000982007408724041
2,245,757,0.00100619329742118
3,245,1013,0.000992465600844081
0,246,246,0.000992305928712655
1,246,502,0.000984578623242616
2,246,758,0.00100312359644885
3,246,1014,0.000988314387000504
0,247,247,0.000971438961118552
1,247,503,0.000959645044992789
2,247,759,0.000985386615627082
3,247,1015,0.000967250900589431
0,248,248,0.000911997000104144
1,248,504,0.000895155312759229
2,248,760,0.000913459265870566
3,248,1016,0.000893557858081414
0,249,249,0.000912509734892322
1,249,505,0.000890251195046147
2,249,761,0.000921003567254739
3,249,1017,0.000895143870841648
0,250,250,0.000899132073459863
1,250,506,0.000881236506430798
2,250,762,0.000899510712015836
3,250,1018,0.000877535303074051
0,251,251,0.00089595734930554
1,251,507,0.000871535987409532
2,251,763,0.000900479074479858
3,251,1019,0.000871792552797723
0,252,252,0.000984707760282894
1,252,508,0.000971479738946839
2,252,764,0.0010033294001545
3,252,1020,0.000983769669032999
0,253,253,0.000982502476831715
1,253,509,0.00096447492900493
2,253,765,0.00101033027371783
3,253,1021,0.000985633493361016
0,254,254,0.000971878954841175
1,254,510,0.000956513157542085
2,254,766,0.000991920865109998
3,254,1022,0.00096973262449598
0,255,255,0.000964224693131277
1,255,511,0.000942712446575574
2,255,767,0.000989019186469477
3,255,1023,0.000960936570507127
