"code","lambdaZ_hat_T","lambdaZ_lo_T","lambdaZ_hi_T"
199,0.00177540290482657,0.000896869677998125,0.0109727775487515
200,0.00189329307330765,0.000869627665065473,0.00935020032798841
201,0.00186533543031426,0.000878742545002797,0.0082383870476532
202,0.00177868018890443,0.000873283156928433,0.0102527533445339
203,0.00174967843943683,0.000874441927649436,0.00891804503415436
204,0.00184908051815511,0.000887369512231445,0.0101803093374018
205,0.00183015634682899,0.000882228800048527,0.00903200292380341
206,0.00174931234555381,0.000877375643336316,0.00872035828174337
207,0.00172578049911739,0.000870905188756768,0.01006598003008
208,0.00214124974251103,0.000903376561958593,0.00829743442859894
209,0.00208376192181748,0.000886400377927235,0.00989845965522921
210,0.00201557836452836,0.000896029554263608,0.00906516681884076
211,0.00197256686046126,0.000902980629155559,0.00819776711167347
212,0.00204135615658449,0.000891832134002972,0.0100724833588231
213,0.00201140455177403,0.00090001846760034,0.00993791774314511
214,0.00195633257893077,0.000890512453702437,0.01115409677017
215,0.00193124435879225,0.000912069987897897,0.0105312613987292
216,0.002034161843606,0.000871527147632852,0.00876394262053712
217,0.00199741860375034,0.000892584313315328,0.00824737256331075
218,0.00194546244221553,0.000886314443954573,0.00837458749548509
219,0.00190741650387317,0.000914196563357419,0.00868350259765332
220,0.00196313414400735,0.000905607938243338,0.00828534746380241
221,0.00194066659441251,0.000909038471663664,0.0100427190722157
222,0.00189921986488882,0.000892123761710434,0.00868265575644936
223,0.00187098665642436,0.000893155255382321,0.00835246384118888
224,0.00191317302758695,0.000885955152335315,0.00920250177134148
225,0.00186859787252404,0.000911159470717138,0.00976824408199174
226,0.00178978297763839,0.000877855043767237,0.00847361170997676
227,0.00175728923428107,0.000890131026510738,0.00870223545812699
228,0.00186658787678487,0.000889768621874767,0.0105144971267841
229,0.0018453684150562,0.00088689888058473,0.0101710968569028
230,0.00176698286209478,0.000897095947389401,0.009362531665313
231,0.00174968600631539,0.000892368929302573,0.0104359609700397
232,0.00182623780865224,0.000875264102887058,0.0100849993292252
233,0.00180536847760241,0.000892493090650644,0.00818897597051766
234,0.00172847454020399,0.000882907750614008,0.0087109802024951
235,0.00170846389004256,0.000893004675367961,0.00746279518289864
236,0.00179700272594921,0.000888177072474629,0.0124843060486772
237,0.00178567116162577,0.000891512630603103,0.0101884811720949
238,0.00171349779248391,0.000897992550295298,0.00998980748341867
239,0.00169897158291685,0.000874056291565245,0.00897311255157807
240,0.0020830442176417,0.000907500657322114,0.00976698873024597
241,0.00203889206769033,0.000911508779070431,0.00988025798054848
242,0.00197297819654045,0.000904434420937391,0.00845749312496837
243,0.00194066516977682,0.000893417958907714,0.0102979847852823
244,0.00201181840344938,0.000903547690257857,0.00812272277727058
245,0.0019986139769587,0.000900359897532221,0.0103470410070683
246,0.00193813874340478,0.000888313647911858,0.0103484122473722
247,0.00192616407764008,0.000897420216446084,0.0108384181624249
248,0.00198047720739393,0.000879576860798568,0.00862049512229584
