"code","lambdaZM_hat_T","lambdaZM_lo_T","lambdaZM_hi_T"
121,4.25127427704867e-05,1.85356806054463e-05,0.000215806976058986
122,4.03337225594986e-05,1.863443196283e-05,0.000220583615986548
123,4.03882961636378e-05,1.85740804308389e-05,0.000211532468664744
124,4.16298141958362e-05,1.90441974791128e-05,0.000215046371950828
125,4.19629132906613e-05,1.84711139842104e-05,0.000208678383264682
126,4.02044868476979e-05,1.88007363312839e-05,0.000207186192003524
127,4.04332305049034e-05,1.86598165061788e-05,0.000232129247726796
128,4.21476313289719e-05,1.83949049902153e-05,0.000225845703667971
129,4.0397038753698e-05,1.86938749012443e-05,0.000206394953724642
130,3.90612109753305e-05,1.84623666341732e-05,0.000210193462686363
131,3.76062063675549e-05,1.84883346405943e-05,0.000210006960072686
132,4.05219413672853e-05,1.86140984334173e-05,0.000204585937503986
133,3.93894495137513e-05,1.86129964603054e-05,0.000190354342831345
134,3.81040968654967e-05,1.86412467090498e-05,0.000202460751925128
135,3.70654938324308e-05,1.878487211461e-05,0.000212416541742207
136,4.07693326262959e-05,1.83311394631123e-05,0.000221507136700087
137,3.93677807428852e-05,1.84709034136825e-05,0.00019666466674989
138,3.82801472887136e-05,1.84446622108932e-05,0.000214804442168911
139,3.68689435486498e-05,1.8346904031895e-05,0.000204159807753888
140,3.97854225174792e-05,1.85408873792233e-05,0.00022202847137642
141,3.87497360187707e-05,1.84807015781482e-05,0.00020485049121542
142,3.76194089937333e-05,1.87091309098958e-05,0.000207849173919966
143,3.64602000608615e-05,1.8840962043076e-05,0.000189922891301724
144,4.59743696076343e-05,1.84036779782583e-05,0.000223583586865974
145,4.40787056231736e-05,1.84600867367167e-05,0.000211760106912356
146,4.31765523171705e-05,1.85955447514335e-05,0.000214029315335654
147,4.15722387778103e-05,1.84265739102714e-05,0.000206551991981127
148,4.37929219161011e-05,1.86508764394305e-05,0.000221418910430772
149,4.26873022829909e-05,1.86992734189648e-05,0.000216788058847656
150,4.19041855541512e-05,1.87400049681733e-05,0.000220221523227445
151,4.08537400128235e-05,1.88459532703857e-05,0.000210587914185714
152,4.41164864738597e-05,1.85873584141015e-05,0.000232360395238081
153,4.25091422633005e-05,1.85379295414481e-05,0.000215438352550936
154,4.22595011135343e-05,1.84946380792329e-05,0.000211071816557918
155,4.05686725317345e-05,1.84461499227615e-05,0.000196449139234493
156,4.26524200135168e-05,1.8510323767874e-05,0.000239291734308002
157,4.15055935732318e-05,1.86056508351682e-05,0.000213621740992421
158,4.13087466357968e-05,1.89030724047763e-05,0.000215161350551572
159,3.99602054093304e-05,1.86513501492002e-05,0.000209241318652267
160,4.01056701547442e-05,1.85745181419232e-05,0.000222882107975885
161,3.8667585593767e-05,1.87003089717771e-05,0.000261321147980893
162,3.74723772618848e-05,1.86758367573198e-05,0.000240267439011806
163,3.62764949433606e-05,1.86195193128775e-05,0.00021315214374069
164,3.89442915961245e-05,1.86864795386113e-05,0.000217933259347902
165,3.81504402274063e-05,1.88569509759233e-05,0.0002030980379735
166,3.68446222642627e-05,1.89540234081791e-05,0.000202663450292904
167,3.60688313969023e-05,1.88945058357417e-05,0.000222152256384448
168,3.86751063281707e-05,1.84109287715303e-05,0.000223683924128938
169,3.76009874964912e-05,1.84904470244992e-05,0.000212147423572628
170,3.6654252802618e-05,1.86398206401672e-05,0.000211411102126958
171,3.55676739279255e-05,1.85303897123277e-05,0.000224730887863672
172,3.79524510396147e-05,1.86362628454508e-05,0.000204745074825144
173,3.72141050357551e-05,1.86803635731527e-05,0.000211442488054357
174,3.62263123029898e-05,1.87405880169016e-05,0.000217787376823947
175,3.5340539218661e-05,1.87718838412004e-05,0.000209214538659516
176,4.38692485482782e-05,1.8450441299893e-05,0.000203022773763493
177,4.25106844672724e-05,1.84872131431529e-05,0.000214214977749259
178,4.15944344991109e-05,1.85112875403415e-05,0.000214867276387242
179,4.04064104492615e-05,1.85286924740731e-05,0.000236268618350135
180,4.23880184588931e-05,1.87412369102458e-05,0.000196763006496241
181,4.1812105108611e-05,1.87441117126889e-05,0.00021225931852451
182,4.08567497909312e-05,1.89069296953243e-05,0.000212789635875834
183,4.01866208305699e-05,1.86798563332492e-05,0.000211907988189509
184,4.21205419955111e-05,1.83437726704135e-05,0.000223907231252538
185,4.10568029870246e-05,1.85499585456961e-05,0.000220226719843822
186,4.07112055312181e-05,1.84973310680714e-05,0.000222007322723089
187,3.94953386780283e-05,1.85257532445453e-05,0.000214840104924161
188,4.11090305386645e-05,1.87247989269794e-05,0.000215839804924683
189,4.04482564007489e-05,1.86316551100078e-05,0.000207158452046658
190,4.01727867340184e-05,1.88016830066795e-05,0.000214429099265477
191,3.92178569743132e-05,1.87188064606678e-05,0.000205189184073104
192,4.03605742128201e-05,1.86992111626364e-05,0.000220278457814673
193,3.93447368669541e-05,1.87967349259677e-05,0.000216467066043863
194,3.75618795958456e-05,1.87099007747004e-05,0.000216310350333482
195,3.6795900868798e-05,1.87155477838806e-05,0.000222083607038029
196,3.89898753446421e-05,1.87510005088629e-05,0.000215692787055021
197,3.83580715658397e-05,1.87528347682781e-05,0.000210195980472384
198,3.67601358029388e-05,1.90837323710336e-05,0.00021505735178493
199,3.62276635789492e-05,1.88263204599618e-05,0.000223903032084791
200,3.86332501370129e-05,1.85132218381742e-05,0.000218685482598993
201,3.80627654982465e-05,1.84725634738962e-05,0.000211060454110832
202,3.62945376077696e-05,1.86347352715864e-05,0.000209210708123745
203,3.57027476427668e-05,1.86341026145738e-05,0.00022408076624009
204,3.77310788216018e-05,1.85112831553823e-05,0.000221801943008658
205,3.73449250587296e-05,1.86880026342034e-05,0.000202598453582122
